"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Pivotable date"
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2010-08,6561,monthly,99.78,2010-08-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2010-08,5194,monthly,94.95,2010-08-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2010-08,4914,monthly,100.53,2010-08-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2010-09,4524,monthly,92.46,2010-09-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2010-09,2213,monthly,104.33,2010-09-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2010-09,5981,monthly,98.74,2010-09-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2010-09,4891,monthly,95.84,2010-09-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2010-09,4790,monthly,99.49,2010-09-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2010-10,4898,monthly,91.82,2010-10-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2010-10,2331,monthly,106.52,2010-10-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2010-10,6273,monthly,97.89,2010-10-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2010-10,5118,monthly,94.02,2010-10-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2010-10,4826,monthly,97.72,2010-10-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2010-11,4688,monthly,91.06,2010-11-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2010-11,2095,monthly,102.65,2010-11-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2010-11,6126,monthly,96.44,2010-11-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2010-11,4768,monthly,94.0,2010-11-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2010-11,4675,monthly,96.61,2010-11-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2010-12,4786,monthly,90.52,2010-12-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2010-12,2338,monthly,102.16,2010-12-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2010-12,6181,monthly,96.55,2010-12-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2010-12,4973,monthly,93.6,2010-12-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2010-12,4638,monthly,97.44,2010-12-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-01,2927,monthly,88.77,2011-01-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-01,1458,monthly,99.96,2011-01-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-01,4141,monthly,95.48,2011-01-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-01,3144,monthly,92.32,2011-01-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-01,3044,monthly,94.72,2011-01-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-02,3190,monthly,89.3,2011-02-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-02,1541,monthly,99.7,2011-02-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-02,4334,monthly,94.79,2011-02-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-02,3347,monthly,91.05,2011-02-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-02,3281,monthly,96.08,2011-02-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-03,3819,monthly,88.75,2011-03-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-03,2060,monthly,98.77,2011-03-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-03,5365,monthly,93.92,2011-03-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-03,4000,monthly,90.25,2011-03-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-03,3866,monthly,93.83,2011-03-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-04,4253,monthly,89.22,2011-04-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-04,2157,monthly,101.95,2011-04-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-04,5694,monthly,95.19,2011-04-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-04,4289,monthly,91.73,2011-04-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-04,4515,monthly,96.78,2011-04-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-05,4070,monthly,89.45,2011-05-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-05,2056,monthly,102.41,2011-05-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-05,5513,monthly,94.64,2011-05-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-05,4121,monthly,91.81,2011-05-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-05,4327,monthly,96.73,2011-05-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-06,4962,monthly,89.67,2011-06-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-06,2476,monthly,102.15,2011-06-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-06,6255,monthly,94.44,2011-06-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-06,5046,monthly,91.89,2011-06-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-06,4895,monthly,95.68,2011-06-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-07,5136,monthly,91.14,2011-07-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-07,2514,monthly,100.39,2011-07-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-07,6720,monthly,95.76,2011-07-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-07,5252,monthly,92.12,2011-07-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-07,5089,monthly,96.33,2011-07-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-08,5341,monthly,91.51,2011-08-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-08,2436,monthly,99.83,2011-08-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-08,6559,monthly,96.55,2011-08-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-08,5272,monthly,92.12,2011-08-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-08,5425,monthly,97.22,2011-08-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-09,5085,monthly,90.4,2011-09-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-09,2580,monthly,100.07,2011-09-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-09,6788,monthly,95.91,2011-09-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-09,5379,monthly,93.05,2011-09-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-09,5282,monthly,96.61,2011-09-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-10,4730,monthly,89.48,2011-10-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-10,2261,monthly,99.22,2011-10-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-10,6239,monthly,95.32,2011-10-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-10,5050,monthly,91.26,2011-10-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-10,4866,monthly,94.91,2011-10-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-11,4913,monthly,89.7,2011-11-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-11,2480,monthly,99.89,2011-11-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-11,6301,monthly,93.61,2011-11-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-11,5200,monthly,91.9,2011-11-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-11,5193,monthly,95.36,2011-11-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2011-12,5242,monthly,90.27,2011-12-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2011-12,2618,monthly,98.44,2011-12-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2011-12,6951,monthly,94.12,2011-12-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2011-12,5634,monthly,90.51,2011-12-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2011-12,5268,monthly,95.19,2011-12-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-01,3558,monthly,88.74,2012-01-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-01,1694,monthly,96.46,2012-01-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-01,4594,monthly,92.46,2012-01-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-01,3688,monthly,91.42,2012-01-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-01,3593,monthly,93.09,2012-01-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-02,3545,monthly,88.57,2012-02-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-02,1640,monthly,97.18,2012-02-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-02,4708,monthly,93.58,2012-02-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-02,3769,monthly,90.5,2012-02-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-02,3667,monthly,93.93,2012-02-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-03,4887,monthly,89.17,2012-03-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-03,2368,monthly,99.54,2012-03-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-03,6407,monthly,93.96,2012-03-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-03,5350,monthly,91.24,2012-03-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-03,4957,monthly,94.42,2012-03-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-04,3675,monthly,90.09,2012-04-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-04,1795,monthly,99.04,2012-04-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-04,4826,monthly,94.3,2012-04-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-04,3737,monthly,91.06,2012-04-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-04,3828,monthly,94.03,2012-04-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-05,4481,monthly,89.97,2012-05-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-05,2160,monthly,98.67,2012-05-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-05,5600,monthly,93.69,2012-05-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-05,4490,monthly,90.83,2012-05-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-05,4541,monthly,95.21,2012-05-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-06,5134,monthly,90.75,2012-06-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-06,2579,monthly,100.25,2012-06-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-06,6123,monthly,95.42,2012-06-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-06,5205,monthly,93.09,2012-06-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-06,5230,monthly,96.19,2012-06-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-07,4761,monthly,91.74,2012-07-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-07,2104,monthly,99.98,2012-07-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-07,6239,monthly,94.85,2012-07-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-07,4909,monthly,92.89,2012-07-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-07,4850,monthly,96.33,2012-07-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-08,5338,monthly,90.97,2012-08-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-08,2458,monthly,102.21,2012-08-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-08,6662,monthly,95.66,2012-08-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-08,5469,monthly,92.89,2012-08-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-08,5376,monthly,96.78,2012-08-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-09,4117,monthly,90.62,2012-09-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-09,2015,monthly,100.89,2012-09-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-09,5423,monthly,95.54,2012-09-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-09,4382,monthly,92.78,2012-09-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-09,4355,monthly,95.89,2012-09-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-10,4930,monthly,90.71,2012-10-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-10,2361,monthly,99.74,2012-10-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-10,6120,monthly,93.35,2012-10-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-10,4927,monthly,91.82,2012-10-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-10,4971,monthly,94.89,2012-10-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-11,5315,monthly,90.79,2012-11-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-11,2502,monthly,99.68,2012-11-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-11,6785,monthly,94.77,2012-11-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-11,5706,monthly,92.63,2012-11-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-11,5559,monthly,95.68,2012-11-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2012-12,4746,monthly,90.44,2012-12-01
North East,http://landregistry.data.gov.uk/id/region/north-east,E12000001,2012-12,2354,monthly,98.04,2012-12-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2012-12,5992,monthly,93.99,2012-12-01
West Midlands Region,http://landregistry.data.gov.uk/id/region/west-midlands-region,E12000005,2012-12,4820,monthly,92.88,2012-12-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2012-12,4900,monthly,95.25,2012-12-01
