"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Pivotable date"
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-07,6992,monthly,89.85,2011-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-07,2820,monthly,94.43,2011-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-08,8177,monthly,84.38,2011-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-08,8998,monthly,73.2,2011-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-08,12033,monthly,83.2,2011-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-08,7390,monthly,90.18,2011-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-08,2939,monthly,95.04,2011-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-09,7802,monthly,83.58,2011-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-09,8707,monthly,73.32,2011-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-09,11957,monthly,83.53,2011-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-09,7280,monthly,89.02,2011-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-09,2875,monthly,96.23,2011-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-10,7159,monthly,83.56,2011-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-10,7871,monthly,72.55,2011-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-10,10459,monthly,82.43,2011-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-10,6777,monthly,89.14,2011-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-10,2729,monthly,93.79,2011-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-11,7462,monthly,83.94,2011-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-11,7956,monthly,72.24,2011-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-11,11216,monthly,82.97,2011-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-11,6873,monthly,88.75,2011-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-11,2937,monthly,95.79,2011-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-12,7903,monthly,83.58,2011-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-12,8217,monthly,72.55,2011-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-12,11844,monthly,82.83,2011-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-12,7314,monthly,88.04,2011-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-12,2919,monthly,93.57,2011-12-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-01,5357,monthly,84.06,2012-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-01,6531,monthly,73.07,2012-01-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-01,8014,monthly,82.18,2012-01-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-01,5096,monthly,89.23,2012-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-01,1839,monthly,93.35,2012-01-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-02,5540,monthly,83.37,2012-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-02,6659,monthly,72.58,2012-02-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-02,8297,monthly,82.5,2012-02-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-02,5198,monthly,89.09,2012-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-02,1988,monthly,92.78,2012-02-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-03,7563,monthly,82.83,2012-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-03,9099,monthly,72.08,2012-03-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-03,11451,monthly,82.72,2012-03-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-03,6908,monthly,88.35,2012-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-03,2602,monthly,92.72,2012-03-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-04,5150,monthly,84.48,2012-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-04,5961,monthly,74.24,2012-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-04,7533,monthly,84.28,2012-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-04,4890,monthly,89.69,2012-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-04,2104,monthly,94.14,2012-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-05,6278,monthly,84.85,2012-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-05,7374,monthly,75.48,2012-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-05,9560,monthly,84.39,2012-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-05,5929,monthly,89.43,2012-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-05,2346,monthly,94.27,2012-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-06,7366,monthly,84.77,2012-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-06,8132,monthly,76.16,2012-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-06,10728,monthly,84.72,2012-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-06,6715,monthly,90.1,2012-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-06,2924,monthly,95.47,2012-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-07,7205,monthly,85.93,2012-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-07,8751,monthly,76.69,2012-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-07,11204,monthly,85.62,2012-07-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-07,6815,monthly,90.91,2012-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-07,2582,monthly,95.0,2012-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-08,7823,monthly,85.95,2012-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-08,9073,monthly,76.96,2012-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-08,12557,monthly,86.03,2012-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-08,7640,monthly,90.21,2012-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-08,2934,monthly,94.65,2012-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-09,6315,monthly,85.44,2012-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-09,7906,monthly,76.57,2012-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-09,10140,monthly,86.26,2012-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-09,6017,monthly,90.04,2012-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-09,2449,monthly,93.98,2012-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-10,7208,monthly,85.74,2012-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-10,8146,monthly,77.02,2012-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-10,10976,monthly,84.93,2012-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-10,6771,monthly,90.11,2012-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-10,2884,monthly,93.19,2012-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-11,7753,monthly,85.43,2012-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-11,8626,monthly,76.59,2012-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-11,11577,monthly,84.79,2012-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-11,7187,monthly,89.92,2012-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-11,3039,monthly,94.35,2012-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2012-12,6845,monthly,85.01,2012-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2012-12,7601,monthly,77.88,2012-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2012-12,10312,monthly,85.28,2012-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2012-12,6484,monthly,88.27,2012-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-12,2689,monthly,93.39,2012-12-01
